doc_id,doi,title,lib,class_name,chunk_count,reaction_system,raw_reaction_system,confidence,status
doc_0649,10.1038/s41467-019-11292-9,10.1038/s41467-019-11292-9,lib1,classA,64,CO2RR,CO2RR,0.95,ok
doc_0650,10.1038/s41467-019-11352-0,10.1038/s41467-019-11352-0,lib1,classA,81,CO2RR,CO2RR,0.96,ok
doc_0651,10.1038/s41467-019-11542-w,10.1038/s41467-019-11542-w,lib1,classA,49,CO2RR,CO2RR,0.92,ok
doc_0652,10.1038/s41467-019-11599-7,10.1038/s41467-019-11599-7,lib1,classA,98,CO2RR,CO2RR,0.95,ok
doc_0653,10.1038/s41467-019-11868-5,10.1038/s41467-019-11868-5,lib1,classA,67,CO2RR,CO2RR,0.92,ok
doc_0654,10.1038/s41467-019-11903-5,10.1038/s41467-019-11903-5,lib1,classA,50,CO2RR,CO2RR,0.91,ok
doc_0655,10.1038/s41467-019-12009-8,10.1038/s41467-019-12009-8,lib1,classA,55,CO2RR,CO2RR,0.93,ok
doc_0656,10.1038/s41467-019-12362-8,10.1038/s41467-019-12362-8,lib1,classA,67,other_reaction,other_reaction,0.89,ok
doc_0657,10.1038/s41467-019-12510-0,10.1038/s41467-019-12510-0,lib1,classA,44,CO2RR,CO2RR,0.9,ok
doc_0658,10.1038/s41467-019-12744-y,10.1038/s41467-019-12744-y,lib1,classA,103,CO2RR,CO2RR,0.9,ok
doc_0659,10.1038/s41467-019-12788-0,10.1038/s41467-019-12788-0,lib1,classA,49,CORR,CORR,0.92,ok
doc_0660,10.1038/s41467-019-12992-y,10.1038/s41467-019-12992-y,lib1,classA,49,other_reaction,other_reaction,0.85,ok
doc_0661,10.1038/s41467-019-13092-7,10.1038/s41467-019-13092-7,lib1,classA,64,other_reaction,other_reaction,0.9,ok
doc_0662,10.1038/s41467-019-13190-6,10.1038/s41467-019-13190-6,lib1,classA,46,CO2RR,CO2RR,0.72,ok
doc_0663,10.1038/s41467-019-13388-8,10.1038/s41467-019-13388-8,lib1,classA,69,CO2RR,CO2RR,0.92,ok
doc_0664,10.1038/s41467-019-13685-2,10.1038/s41467-019-13685-2,lib1,classA,58,other_reaction,other_reaction,0.85,ok
doc_0665,10.1038/s41467-019-13777-z,10.1038/s41467-019-13777-z,lib1,classA,92,CO2RR,CO2RR,0.92,ok
doc_0666,10.1038/s41467-019-13833-8,10.1038/s41467-019-13833-8,lib1,classA,51,CO2RR,CO2RR,0.92,ok
doc_0667,10.1038/s41467-019-13941-5,10.1038/s41467-019-13941-5,lib1,classA,65,other_reaction,other_reaction,0.84,ok
doc_0668,10.1038/s41467-019-14157-3,10.1038/s41467-019-14157-3,lib1,classA,60,other_reaction,other_reaction,0.87,ok
doc_0669,10.1038/s41467-019-14237-4,10.1038/s41467-019-14237-4,lib1,classA,80,CO2RR,CO2RR,0.95,ok
doc_0670,10.1038/s41467-020-14402-0,10.1038/s41467-020-14402-0,lib1,classA,48,CO2RR,CO2RR,0.95,ok
doc_0671,10.1038/s41467-020-14914-9,10.1038/s41467-020-14914-9,lib1,classA,64,CO2RR,CO2RR,0.93,ok
doc_0672,10.1038/s41467-020-14984-9,10.1038/s41467-020-14984-9,lib1,classA,70,non_reaction,non_reaction,0.85,ok
doc_0673,10.1038/s41467-020-15141-y,10.1038/s41467-020-15141-y,lib1,classA,62,CO2RR,CO2RR,0.92,ok
doc_0674,10.1038/s41467-020-15668-0,10.1038/s41467-020-15668-0,lib1,classA,11,unknown,unknown,0.2,ok
doc_0675,10.1038/s41467-020-15677-z,10.1038/s41467-020-15677-z,lib1,classA,55,other_reaction,other_reaction,0.88,ok
doc_0676,10.1038/s41467-020-16119-6,10.1038/s41467-020-16119-6,lib1,classA,113,CO2RR,CO2RR,0.9,ok
doc_0677,10.1038/s41467-020-16227-3,10.1038/s41467-020-16227-3,lib1,classA,75,CO2RR,CO2RR,0.92,ok
doc_0678,10.1038/s41467-020-16369-4,10.1038/s41467-020-16369-4,lib1,classA,37,non_reaction,non_reaction,0.95,ok
doc_0679,10.1038/s41467-020-16381-8,10.1038/s41467-020-16381-8,lib1,classA,58,CO2RR,CO2RR,0.92,ok
doc_0680,10.1038/s41467-020-16742-3,10.1038/s41467-020-16742-3,lib1,classA,75,CO2RR,CO2RR,0.9,ok
doc_0681,10.1038/s41467-020-16847-9,10.1038/s41467-020-16847-9,lib1,classA,61,CO2RR,CO2RR,0.95,ok
doc_0682,10.1038/s41467-020-16998-9,10.1038/s41467-020-16998-9,lib1,classA,79,CO2RR,CO2RR,0.93,ok
doc_0683,10.1038/s41467-020-17085-9,10.1038/s41467-020-17085-9,lib1,classA,42,non_reaction,non_reaction,0.72,ok
doc_0684,10.1038/s41467-020-17120-9,10.1038/s41467-020-17120-9,lib1,classA,71,CO2RR,CO2RR,0.92,ok
doc_0685,10.1038/s41467-020-17125-4,10.1038/s41467-020-17125-4,lib1,classA,69,CO2RR,CO2RR,0.9,ok
doc_0686,10.1038/s41467-020-17216-2,10.1038/s41467-020-17216-2,lib1,classA,72,other_reaction,other_reaction,0.92,ok
doc_0687,10.1038/s41467-020-17220-6,10.1038/s41467-020-17220-6,lib1,classA,46,CO2RR,CO2RR,0.92,ok
doc_0688,10.1038/s41467-020-17231-3,10.1038/s41467-020-17231-3,lib1,classA,72,CO2RR,CO2RR,0.93,ok
doc_0690,10.1038/s41467-020-17499-5,10.1038/s41467-020-17499-5,lib1,classA,58,CORR,CORR,0.9,ok
doc_0691,10.1038/s41467-020-17690-8,10.1038/s41467-020-17690-8,lib1,classA,87,CO2RR,CO2RR,0.92,ok
doc_0692,10.1038/s41467-020-18143-y,10.1038/s41467-020-18143-y,lib1,classA,61,CO2RR,CO2RR,0.93,ok
doc_0693,10.1038/s41467-020-18232-y,10.1038/s41467-020-18232-y,lib1,classA,85,CO2RR,CO2RR,0.95,ok
doc_0694,10.1038/s41467-020-18944-1,10.1038/s41467-020-18944-1,lib1,classA,54,CO2RR,CO2RR,0.8,ok
doc_0695,10.1038/s41467-020-19135-8,10.1038/s41467-020-19135-8,lib1,classA,25,CO2RR,CO2RR,0.9,ok
doc_0696,10.1038/s41467-020-19236-4,10.1038/s41467-020-19236-4,lib1,classA,63,CO2RR,CO2RR,0.9,ok
doc_0697,10.1038/s41467-020-19369-6,10.1038/s41467-020-19369-6,lib1,classA,38,CO2RR,CO2RR,0.92,ok
doc_0698,10.1038/s41467-020-19500-7,10.1038/s41467-020-19500-7,lib1,classA,67,other_reaction,other_reaction,0.86,ok
doc_0699,10.1038/s41467-020-19709-6,10.1038/s41467-020-19709-6,lib1,classA,74,other_reaction,other_reaction,0.91,ok
doc_0700,10.1038/s41467-020-19731-8,10.1038/s41467-020-19731-8,lib1,classA,58,CO2RR,CO2RR,0.95,ok
doc_0701,10.1038/s41467-020-20004-7,10.1038/s41467-020-20004-7,lib1,classA,61,CO2RR,CO2RR,0.95,ok
doc_0702,10.1038/s41467-020-20336-4,10.1038/s41467-020-20336-4,lib1,classA,81,CORR,CORR,0.95,ok
doc_0703,10.1038/s41467-020-20397-5,10.1038/s41467-020-20397-5,lib1,classA,77,CO2RR,CO2RR,0.95,ok
doc_0704,10.1038/s41467-020-20615-0,10.1038/s41467-020-20615-0,lib1,classA,59,CO2RR,CO2RR,0.95,ok
doc_0705,10.1038/s41467-020-20769-x,10.1038/s41467-020-20769-x,lib1,classA,62,CO2RR,CO2RR,0.94,ok
doc_0706,10.1038/s41467-021-20924-y,10.1038/s41467-021-20924-y,lib1,classA,74,CO2RR,CO2RR,0.92,ok
doc_0707,10.1038/s41467-021-20960-8,10.1038/s41467-021-20960-8,lib1,classA,78,CO2RR,CO2RR,0.95,ok
doc_0708,10.1038/s41467-021-20961-7,10.1038/s41467-021-20961-7,lib1,classA,64,CO2RR,CO2RR,0.9,ok
doc_0709,10.1038/s41467-021-21342-w,10.1038/s41467-021-21342-w,lib1,classA,60,CO2RR,CO2RR,0.92,ok
doc_0710,10.1038/s41467-021-21555-z,10.1038/s41467-021-21555-z,lib1,classA,81,other_reaction,other_reaction,0.8,ok
doc_0711,10.1038/s41467-021-21901-1,10.1038/s41467-021-21901-1,lib1,classA,48,CO2RR,CO2RR,0.92,ok
doc_0712,10.1038/s41467-021-21923-9,10.1038/s41467-021-21923-9,lib1,classA,67,CO2RR,CO2RR,0.82,ok
doc_0713,10.1038/s41467-021-21925-7,10.1038/s41467-021-21925-7,lib1,classA,67,CO2RR,CO2RR,0.8,ok
doc_0714,10.1038/s41467-021-22428-1,10.1038/s41467-021-22428-1,lib1,classA,50,CO2RR,CO2RR,0.91,ok
doc_0715,10.1038/s41467-021-22868-9,10.1038/s41467-021-22868-9,lib1,classA,56,CO2RR,CO2RR,0.95,ok
doc_0716,10.1038/s41467-021-22991-7,10.1038/s41467-021-22991-7,lib1,classA,86,CO2RR,CO2RR,0.92,ok
doc_0717,10.1038/s41467-021-23023-0,10.1038/s41467-021-23023-0,lib1,classA,63,CO2RR,CO2RR,0.92,ok
doc_0718,10.1038/s41467-021-23065-4,10.1038/s41467-021-23065-4,lib1,classA,49,CO2RR,CO2RR,0.95,ok
doc_0719,10.1038/s41467-021-23360-0,10.1038/s41467-021-23360-0,lib1,classA,90,other_reaction,other_reaction,0.93,ok
doc_0720,10.1038/s41467-021-23582-2,10.1038/s41467-021-23582-2,lib1,classA,67,CORR,CORR,0.9,ok
doc_0721,10.1038/s41467-021-23699-4,10.1038/s41467-021-23699-4,lib1,classA,55,CO2RR,CO2RR,0.88,ok
doc_0722,10.1038/s41467-021-24052-5,10.1038/s41467-021-24052-5,lib1,classA,81,CO2RR,CO2RR,0.86,ok
doc_0723,10.1038/s41467-021-24059-y,10.1038/s41467-021-24059-y,lib1,classA,66,other_reaction,other_reaction,0.91,ok
doc_0724,10.1038/s41467-021-24079-8,10.1038/s41467-021-24079-8,lib1,classA,72,other_reaction,other_reaction,0.9,ok
doc_0725,10.1038/s41467-021-24105-9,10.1038/s41467-021-24105-9,lib1,classA,65,CO2RR,CO2RR,0.92,ok
doc_0726,10.1038/s41467-021-24400-5,10.1038/s41467-021-24400-5,lib1,classA,67,CO2RR,CO2RR,0.9,ok
doc_0727,10.1038/s41467-021-24578-8,10.1038/s41467-021-24578-8,lib1,classA,56,other_reaction,other_reaction,0.95,ok
doc_0728,10.1038/s41467-021-24647-y,10.1038/s41467-021-24647-y,lib1,classA,67,CO2RR,CO2RR,0.92,ok
doc_0729,10.1038/s41467-021-24936-6,10.1038/s41467-021-24936-6,lib1,classA,46,CO2RR,CO2RR,0.94,ok
doc_0730,10.1038/s41467-021-25007-6,10.1038/s41467-021-25007-6,lib1,classA,63,CO2RR,CO2RR,0.92,ok
doc_0731,10.1038/s41467-021-25118-0,10.1038/s41467-021-25118-0,lib1,classA,63,other_reaction,other_reaction,0.88,ok
doc_0732,10.1038/s41467-021-25295-y,10.1038/s41467-021-25295-y,lib1,classA,74,CO2RR,CO2RR,0.95,ok
doc_0733,10.1038/s41467-021-25573-9,10.1038/s41467-021-25573-9,lib1,classA,57,CO2RR,CO2RR,0.9,ok
doc_0734,10.1038/s41467-021-25640-1,10.1038/s41467-021-25640-1,lib1,classA,62,CO2RR,CO2RR,0.92,ok
doc_0735,10.1038/s41467-021-26001-8,10.1038/s41467-021-26001-8,lib1,classA,72,CO2RR,CO2RR,0.9,ok
doc_0736,10.1038/s41467-021-26053-w,10.1038/s41467-021-26053-w,lib1,classA,62,CO2RR,CO2RR,0.93,ok
doc_0737,10.1038/s41467-021-26124-y,10.1038/s41467-021-26124-y,lib1,classA,69,CO2RR,CO2RR,0.94,ok
doc_0738,10.1038/s41467-021-26430-5,10.1038/s41467-021-26430-5,lib1,classA,11,unknown,unknown,0.96,ok
doc_0739,10.1038/s41467-021-26724-8,10.1038/s41467-021-26724-8,lib1,classA,57,CO2RR,CO2RR,0.93,ok
doc_0740,10.1038/s41467-021-26743-5,10.1038/s41467-021-26743-5,lib1,classA,65,CO2RR,CO2RR,0.93,ok
doc_0741,10.1038/s41467-021-27169-9,10.1038/s41467-021-27169-9,lib1,classA,86,CO2RR,CO2RR,0.92,ok
doc_0742,10.1038/s41467-021-27437-8,10.1038/s41467-021-27437-8,lib1,classA,45,CO2RR,CO2RR,0.86,ok
doc_0743,10.1038/s41467-021-27456-5,10.1038/s41467-021-27456-5,lib1,classA,78,CO2RR,CO2RR,0.95,ok
doc_0744,10.1038/s41467-021-27457-4,10.1038/s41467-021-27457-4,lib1,classA,97,CO2RR,CO2RR,0.9,ok
doc_0745,10.1038/s41467-021-27768-6,10.1038/s41467-021-27768-6,lib1,classA,59,CO2RR,CO2RR,0.91,ok
doc_0746,10.1038/s41467-021-27793-5,10.1038/s41467-021-27793-5,lib1,classA,78,CO2RR,CO2RR,0.92,ok
doc_0747,10.1038/s41467-022-28260-5,10.1038/s41467-022-28260-5,lib1,classA,59,other_reaction,other_reaction,0.98,ok
doc_0748,10.1038/s41467-022-28409-2,10.1038/s41467-022-28409-2,lib1,classA,94,CO2RR,CO2RR,0.93,ok
doc_0749,10.1038/s41467-022-28436-z,10.1038/s41467-022-28436-z,lib1,classA,66,CO2RR,CO2RR,0.95,ok
doc_0751,10.1038/s41467-022-28728-4,10.1038/s41467-022-28728-4,lib1,classA,89,other_reaction,other_reaction,0.95,ok
doc_0753,10.1038/s41467-022-28953-x,10.1038/s41467-022-28953-x,lib1,classA,125,other_reaction,other_reaction,0.88,ok
doc_0754,10.1038/s41467-022-29035-8,10.1038/s41467-022-29035-8,lib1,classA,67,CO2RR,CO2RR,0.92,ok
doc_0755,10.1038/s41467-022-29102-0,10.1038/s41467-022-29102-0,lib1,classA,58,CO2RR,CO2RR,0.92,ok
doc_0756,10.1038/s41467-022-29140-8,10.1038/s41467-022-29140-8,lib1,classA,67,CORR,CORR,0.9,ok
doc_0757,10.1038/s41467-022-29428-9,10.1038/s41467-022-29428-9,lib1,classA,87,CO2RR,CO2RR,0.93,ok
doc_0758,10.1038/s41467-022-29698-3,10.1038/s41467-022-29698-3,lib1,classA,71,CO2RR,CO2RR,0.95,ok
doc_0760,10.1038/s41467-022-29783-7,10.1038/s41467-022-29783-7,lib1,classA,67,CO2RR,CO2RR,0.92,ok
doc_0761,10.1038/s41467-022-29861-w,10.1038/s41467-022-29861-w,lib1,classA,71,CO2RR,CO2RR,0.93,ok
doc_0762,10.1038/s41467-022-29875-4,10.1038/s41467-022-29875-4,lib1,classA,68,other_reaction,other_reaction,0.88,ok
doc_0763,10.1038/s41467-022-29971-5,10.1038/s41467-022-29971-5,lib1,classA,82,other_reaction,other_reaction,0.86,ok
doc_0764,10.1038/s41467-022-30027-x,10.1038/s41467-022-30027-x,lib1,classA,27,CO2RR,CO2RR,0.93,ok
doc_0765,10.1038/s41467-022-30262-2,10.1038/s41467-022-30262-2,lib1,classA,81,CORR,CORR,0.9,ok
doc_0766,10.1038/s41467-022-30677-x,10.1038/s41467-022-30677-x,lib1,classA,78,CO2RR,CO2RR,0.92,ok
doc_0767,10.1038/s41467-022-30702-z,10.1038/s41467-022-30702-z,lib1,classA,81,other_reaction,other_reaction,0.9,ok
doc_0768,10.1038/s41467-022-30819-1,10.1038/s41467-022-30819-1,lib1,classA,64,CO2RR,CO2RR,0.95,ok
doc_0769,10.1038/s41467-022-30958-5,10.1038/s41467-022-30958-5,lib1,classA,81,CO2RR,CO2RR,0.95,ok
doc_0770,10.1038/s41467-022-31295-3,10.1038/s41467-022-31295-3,lib1,classA,110,CO2RR,CO2RR,0.9,ok
doc_0771,10.1038/s41467-022-31427-9,10.1038/s41467-022-31427-9,lib1,classA,74,CO2RR,CO2RR,0.92,ok
doc_0772,10.1038/s41467-022-31474-2,10.1038/s41467-022-31474-2,lib1,classA,86,CO2RR,CO2RR,0.89,ok
doc_0773,10.1038/s41467-022-31498-8,10.1038/s41467-022-31498-8,lib1,classA,55,CO2RR,CO2RR,0.95,ok
doc_0774,10.1038/s41467-022-32367-0,10.1038/s41467-022-32367-0,lib1,classA,127,CO2RR,CO2RR,0.9,ok
doc_0775,10.1038/s41467-022-32449-z,10.1038/s41467-022-32449-z,lib1,classA,53,CO2RR,CO2RR,0.92,ok
doc_0776,10.1038/s41467-022-32601-9,10.1038/s41467-022-32601-9,lib1,classA,95,CO2RR,CO2RR,0.93,ok
doc_0777,10.1038/s41467-022-32656-8,10.1038/s41467-022-32656-8,lib1,classA,69,non_reaction,non_reaction,0.92,ok
doc_0778,10.1038/s41467-022-32740-z,10.1038/s41467-022-32740-z,lib1,classA,90,CO2RR,CO2RR,0.92,ok
doc_0779,10.1038/s41467-022-32744-9,10.1038/s41467-022-32744-9,lib1,classA,119,non_reaction,non_reaction,0.95,ok
doc_0780,10.1038/s41467-022-32933-6,10.1038/s41467-022-32933-6,lib1,classA,73,other_reaction,other_reaction,0.9,ok
doc_0781,10.1038/s41467-022-33049-7,10.1038/s41467-022-33049-7,lib1,classA,89,CO2RR,CO2RR,0.93,ok
doc_0783,10.1038/s41467-022-33199-8,10.1038/s41467-022-33199-8,lib1,classA,73,CO2RR,CO2RR,0.92,ok
doc_0784,10.1038/s41467-022-33258-0,10.1038/s41467-022-33258-0,lib1,classA,54,CO2RR,CO2RR,0.95,ok
doc_0785,10.1038/s41467-022-33512-5,10.1038/s41467-022-33512-5,lib1,classA,75,other_reaction,other_reaction,0.87,ok
doc_0786,10.1038/s41467-022-33620-2,10.1038/s41467-022-33620-2,lib1,classA,95,other_reaction,other_reaction,0.92,ok
doc_0787,10.1038/s41467-022-33689-9,10.1038/s41467-022-33689-9,lib1,classA,89,CO2RR,CO2RR,0.95,ok
doc_0788,10.1038/s41467-022-33692-0,10.1038/s41467-022-33692-0,lib1,classA,103,CO2RR,CO2RR,0.98,ok
doc_0789,10.1038/s41467-022-33694-y,10.1038/s41467-022-33694-y,lib1,classA,77,CO2RR,CO2RR,0.95,ok
doc_0790,10.1038/s41467-022-33895-5,10.1038/s41467-022-33895-5,lib1,classA,90,other_reaction,other_reaction,0.92,ok
doc_0791,10.1038/s41467-022-33984-5,10.1038/s41467-022-33984-5,lib1,classA,94,other_reaction,other_reaction,0.93,ok
doc_0792,10.1038/s41467-022-34263-z,10.1038/s41467-022-34263-z,lib1,classA,69,CO2RR,CO2RR,0.8,ok
doc_0793,10.1038/s41467-022-34463-7,10.1038/s41467-022-34463-7,lib1,classA,83,other_reaction,other_reaction,0.86,ok
doc_0794,10.1038/s41467-022-34685-9,10.1038/s41467-022-34685-9,lib1,classA,114,CO2RR,CO2RR,0.85,ok
doc_0795,10.1038/s41467-022-34926-x,10.1038/s41467-022-34926-x,lib1,classA,66,CO2RR,CO2RR,0.95,ok
doc_0796,10.1038/s41467-022-35239-9,10.1038/s41467-022-35239-9,lib1,classA,57,CO2RR,CO2RR,0.9,ok
doc_0797,10.1038/s41467-022-35415-x,10.1038/s41467-022-35415-x,lib1,classA,87,CO2RR,CO2RR,0.95,ok
doc_0798,10.1038/s41467-022-35450-8,10.1038/s41467-022-35450-8,lib1,classA,79,CO2RR,CO2RR,0.92,ok
doc_0799,10.1038/s41467-022-35457-1,10.1038/s41467-022-35457-1,lib1,classA,52,other_reaction,other_reaction,0.88,ok
doc_0800,10.1038/s41467-022-35616-4,10.1038/s41467-022-35616-4,lib1,classA,59,other_reaction,other_reaction,0.9,ok
doc_0801,10.1038/s41467-023-35860-2,10.1038/s41467-023-35860-2,lib1,classA,64,CO2RR,CO2RR,0.9,ok
doc_0802,10.1038/s41467-023-35912-7,10.1038/s41467-023-35912-7,lib1,classA,74,CO2RR,CO2RR,0.92,ok
doc_0804,10.1038/s41467-023-35993-4,10.1038/s41467-023-35993-4,lib1,classA,81,CO2RR,CO2RR,0.95,ok
doc_0806,10.1038/s41467-023-36088-w,10.1038/s41467-023-36088-w,lib1,classA,69,CO2RR,CO2RR,0.95,ok
doc_0807,10.1038/s41467-023-36261-1,10.1038/s41467-023-36261-1,lib1,classA,69,CORR,CORR,0.94,ok
doc_0809,10.1038/s41467-023-36411-5,10.1038/s41467-023-36411-5,lib1,classA,72,CORR,CORR,0.9,ok
doc_0810,10.1038/s41467-023-36530-z,10.1038/s41467-023-36530-z,lib1,classA,96,CO2RR,CO2RR,0.92,ok
doc_0811,10.1038/s41467-023-36695-7,10.1038/s41467-023-36695-7,lib1,classA,77,CO2RR,CO2RR,0.9,ok
doc_0813,10.1038/s41467-023-36726-3,10.1038/s41467-023-36726-3,lib1,classA,81,CO2RR,CO2RR,0.92,ok
doc_0814,10.1038/s41467-023-36778-5,10.1038/s41467-023-36778-5,lib1,classA,81,CO2RR,CO2RR,0.9,ok
doc_0815,10.1038/s41467-023-36784-7,10.1038/s41467-023-36784-7,lib1,classA,72,CO2RR,CO2RR,0.88,ok
doc_0816,10.1038/s41467-023-36926-x,10.1038/s41467-023-36926-x,lib1,classA,113,CO2RR,CO2RR,0.92,ok
doc_0817,10.1038/s41467-023-37011-z,10.1038/s41467-023-37011-z,lib1,classA,114,other_reaction,other_reaction,0.92,ok
doc_0818,10.1038/s41467-023-37251-z,10.1038/s41467-023-37251-z,lib1,classA,66,other_reaction,other_reaction,0.85,ok
doc_0819,10.1038/s41467-023-37360-9,10.1038/s41467-023-37360-9,lib1,classA,73,CO2RR,CO2RR,0.97,ok
doc_0821,10.1038/s41467-023-37529-2,10.1038/s41467-023-37529-2,lib1,classA,107,other_reaction,other_reaction,0.91,ok
doc_0822,10.1038/s41467-023-37545-2,10.1038/s41467-023-37545-2,lib1,classA,71,CO2RR,CO2RR,0.92,ok
doc_0823,10.1038/s41467-023-37679-3,10.1038/s41467-023-37679-3,lib1,classA,90,CO2RR,CO2RR,0.9,ok
doc_0824,10.1038/s41467-023-37898-8,10.1038/s41467-023-37898-8,lib1,classA,68,CO2RR,CO2RR,0.95,ok
doc_0825,10.1038/s41467-023-37929-4,10.1038/s41467-023-37929-4,lib1,classA,120,CO2RR,CO2RR,0.95,ok
doc_0826,10.1038/s41467-023-38497-3,10.1038/s41467-023-38497-3,lib1,classA,88,CO2RR,CO2RR,0.92,ok
doc_0827,10.1038/s41467-023-38524-3,10.1038/s41467-023-38524-3,lib1,classA,82,CO2RR,CO2RR,0.92,ok
doc_0829,10.1038/s41467-023-38775-0,10.1038/s41467-023-38775-0,lib1,classA,90,CO2RR,CO2RR,0.95,ok
doc_0830,10.1038/s41467-023-38777-y,10.1038/s41467-023-38777-y,lib1,classA,89,CO2RR,CO2RR,0.91,ok
doc_0831,10.1038/s41467-023-39153-6,10.1038/s41467-023-39153-6,lib1,classA,69,both,both,0.86,ok
doc_0832,10.1038/s41467-023-39351-2,10.1038/s41467-023-39351-2,lib1,classA,100,CO2RR,CO2RR,0.95,ok
doc_0833,10.1038/s41467-023-39505-2,10.1038/s41467-023-39505-2,lib1,classA,71,CO2RR,CO2RR,0.9,ok
doc_0834,10.1038/s41467-023-39544-9,10.1038/s41467-023-39544-9,lib1,classA,59,CO2RR,CO2RR,0.92,ok
doc_0835,10.1038/s41467-023-39580-5,10.1038/s41467-023-39580-5,lib1,classA,85,CO2RR,CO2RR,0.9,ok
doc_0836,10.1038/s41467-023-39666-0,10.1038/s41467-023-39666-0,lib1,classA,117,CO2RR,CO2RR,0.9,ok
doc_0837,10.1038/s41467-023-40117-z,10.1038/s41467-023-40117-z,lib1,classA,75,CO2RR,CO2RR,0.95,ok
doc_0838,10.1038/s41467-023-40136-w,10.1038/s41467-023-40136-w,lib1,classA,58,other_reaction,other_reaction,0.78,ok
doc_0840,10.1038/s41467-023-40296-9,10.1038/s41467-023-40296-9,lib1,classA,68,other_reaction,other_reaction,0.84,ok
doc_0841,10.1038/s41467-023-40342-6,10.1038/s41467-023-40342-6,lib1,classA,89,CO2RR,CO2RR,0.92,ok
doc_0842,10.1038/s41467-023-40412-9,10.1038/s41467-023-40412-9,lib1,classA,96,CO2RR,CO2RR,0.92,ok
doc_0843,10.1038/s41467-023-40563-9,10.1038/s41467-023-40563-9,lib1,classA,76,other_reaction,other_reaction,0.91,ok
doc_0844,10.1038/s41467-023-40689-w,10.1038/s41467-023-40689-w,lib1,classA,114,CORR,CORR,0.95,ok
doc_0845,10.1038/s41467-023-40970-y,10.1038/s41467-023-40970-y,lib1,classA,91,CO2RR,CO2RR,0.95,ok
doc_0846,10.1038/s41467-023-41105-z,10.1038/s41467-023-41105-z,lib1,classA,93,non_reaction,non_reaction,0.95,ok
doc_0847,10.1038/s41467-023-41278-7,10.1038/s41467-023-41278-7,lib1,classA,79,CO2RR,CO2RR,0.92,ok
doc_0848,10.1038/s41467-023-41348-w,10.1038/s41467-023-41348-w,lib1,classA,38,CO2RR,CO2RR,0.95,ok
doc_0849,10.1038/s41467-023-41396-2,10.1038/s41467-023-41396-2,lib1,classA,78,CO2RR,CO2RR,0.95,ok
doc_0850,10.1038/s41467-023-41423-2,10.1038/s41467-023-41423-2,lib1,classA,92,other_reaction,other_reaction,0.85,ok
doc_0851,10.1038/s41467-023-41497-y,10.1038/s41467-023-41497-y,lib1,classA,80,other_reaction,other_reaction,0.9,ok
doc_0852,10.1038/s41467-023-41863-w,10.1038/s41467-023-41863-w,lib1,classA,105,CO2RR,CO2RR,0.95,ok
doc_0853,10.1038/s41467-023-41871-w,10.1038/s41467-023-41871-w,lib1,classA,74,CO2RR,CO2RR,0.95,ok
doc_0854,10.1038/s41467-023-41943-x,10.1038/s41467-023-41943-x,lib1,classA,67,CO2RR,CO2RR,0.85,ok
doc_0855,10.1038/s41467-023-42307-1,10.1038/s41467-023-42307-1,lib1,classA,95,CORR,CORR,0.95,ok
doc_0856,10.1038/s41467-023-42337-9,10.1038/s41467-023-42337-9,lib1,classA,75,other_reaction,other_reaction,0.9,ok
doc_0857,10.1038/s41467-023-42348-6,10.1038/s41467-023-42348-6,lib1,classA,77,CO2RR,CO2RR,0.95,ok
doc_0858,10.1038/s41467-023-42539-1,10.1038/s41467-023-42539-1,lib1,classA,135,CO2RR,CO2RR,0.95,ok
doc_0859,10.1038/s41467-023-42638-z,10.1038/s41467-023-42638-z,lib1,classA,74,CO2RR,CO2RR,0.9,ok
doc_0860,10.1038/s41467-023-42756-8,10.1038/s41467-023-42756-8,lib1,classA,90,other_reaction,other_reaction,0.9,ok
doc_0861,10.1038/s41467-023-42757-7,10.1038/s41467-023-42757-7,lib1,classA,71,CO2RR,CO2RR,0.91,ok
doc_0862,10.1038/s41467-023-42889-w,10.1038/s41467-023-42889-w,lib1,classA,120,non_reaction,non_reaction,0.95,ok
doc_0863,10.1038/s41467-023-43118-0,10.1038/s41467-023-43118-0,lib1,classA,88,CO2RR,CO2RR,0.92,ok
doc_0864,10.1038/s41467-023-43179-1,10.1038/s41467-023-43179-1,lib1,classA,73,other_reaction,other_reaction,0.95,ok
doc_0865,10.1038/s41467-023-43182-6,10.1038/s41467-023-43182-6,lib1,classA,75,CO2RR,CO2RR,0.92,ok
doc_0867,10.1038/s41467-023-43303-1,10.1038/s41467-023-43303-1,lib1,classA,102,CO2RR,CO2RR,0.92,ok
doc_0868,10.1038/s41467-023-43409-6,10.1038/s41467-023-43409-6,lib1,classA,73,CO2RR,CO2RR,0.92,ok
doc_0869,10.1038/s41467-023-43610-7,10.1038/s41467-023-43610-7,lib1,classA,94,non_reaction,non_reaction,0.91,ok
doc_0870,10.1038/s41467-023-43693-2,10.1038/s41467-023-43693-2,lib1,classA,48,CO2RR,CO2RR,0.95,ok
doc_0871,10.1038/s41467-023-44131-z,10.1038/s41467-023-44131-z,lib1,classA,78,CO2RR,CO2RR,0.9,ok
doc_0872,10.1038/s41467-023-44586-0,10.1038/s41467-023-44586-0,lib1,classA,95,CO2RR,CO2RR,0.95,ok
doc_0873,10.1038/s41467-023-44652-7,10.1038/s41467-023-44652-7,lib1,classA,86,CO2RR,CO2RR,0.95,ok
